C_per,Si_per,Mn_per,P_per,S_per,Cu_per,Mg_per,Hardness_BHN,Nodularity_per,Pearlite_per,Ferrite_per,Nodule_Count,Sand_AFS_Fresh,Sand_AFS_Returned,Clay_Fresh,Clay_Returned,FRS,KOS,PH_Fresh_Sand,PH_Returned_Sand ,Sand_temp,RT_Hum,Hum_per,Stripping,Viscosity,Baume ,Remarks
3.388,2.578,0.316,0.013,0.008,0.299,0.045,191,84.8,54.76,45.24,319,37.2,38.42,0.36,0.32,0.32,1.64,7.4,9.34,37,32,33,21,35,55,1
3.388,2.578,0.316,0.013,0.008,0.299,0.045,191,84.8,54.76,45.24,319,37.2,38.42,0.36,0.32,0.32,1.64,7.4,9.34,37,32,33,21,35,55,1
3.84,2.79,0.13,0.003,0.038,0.69,0.058,158,79.54,59.9,40.1,285,40.57,38.28,0.38,0.3,0.32,1.52,7.2,9.3,37,28,32,21,36,55,0
3.753,2.703,0.098,0.003,0.002,0.001,0.024,162,81.02,25.98,89.68,260,40.37,37.75,0.36,0.28,0.32,1.56,7.2,9.15,38,29,40,21,35,54,0
3.369,2.497,0.315,0.009,0.008,0.319,0.048,188,80.74,59.9,40.1,285,40.57,38.28,0.38,0.3,0.32,1.52,7.2,9.3,37,28,32,21,36,55,1
3.475,2.403,0.232,0.013,0.008,0.046,0.042,162,81.02,10.33,89.68,260,40.37,37.75,0.36,0.28,0.32,1.56,7.2,9.15,38,29,40,21,35,54,1
3.369,2.497,0.315,0.009,0.008,0.319,0.048,188,80.74,59.9,40.1,285,40.57,38.28,0.38,0.3,0.32,1.52,7.2,9.3,37,28,32,21,36,55,1
3.475,2.403,0.232,0.013,0.008,0.046,0.042,162,81.02,10.33,89.68,260,40.37,37.75,0.36,0.28,0.32,1.56,7.2,9.15,38,29,40,21,35,54,1
3.369,2.497,0.315,0.009,0.008,0.319,0.048,188,80.74,59.9,40.1,285,40.57,38.28,0.38,0.3,0.32,1.52,7.2,9.3,37,28,32,21,36,55,1
3.475,2.403,0.232,0.013,0.008,0.046,0.042,162,81.02,10.33,89.68,260,40.37,37.75,0.36,0.28,0.32,1.56,7.2,9.15,38,29,40,21,35,54,1
3.369,2.497,0.315,0.009,0.008,0.319,0.048,188,80.74,59.9,40.1,285,40.57,38.28,0.38,0.3,0.32,1.52,7.2,9.3,37,28,32,21,36,55,1
3.475,2.403,0.232,0.013,0.008,0.046,0.042,162,81.02,10.33,89.68,260,40.37,37.75,0.36,0.28,0.32,1.56,7.2,9.15,38,29,40,21,35,54,1
3.192,2.709,0.306,0.059,0.034,0.004,0.062,168,78.76,16.19,83.8,149,37.2,38.42,0.36,0.32,0.34,1.56,7.25,9.4,34,35,38,21,35,55,0
3.406,2.351,0.215,0.014,0.008,0.09,0.04,168,80.34,16.19,83.8,264,37.2,38.42,0.36,0.32,0.34,1.56,7.25,9.4,34,35,38,21,35,55,1
3.406,2.351,0.215,0.014,0.008,0.09,0.04,168,80.34,16.19,83.8,264,37.2,38.42,0.36,0.32,0.34,1.56,7.25,9.4,34,35,38,21,35,55,1
3.406,2.351,0.215,0.014,0.008,0.09,0.04,168,80.34,16.19,83.8,264,37.2,38.42,0.36,0.32,0.34,1.56,7.25,9.4,34,35,38,21,35,55,1
3.406,2.351,0.215,0.014,0.008,0.09,0.04,168,80.34,16.19,83.8,264,37.2,38.42,0.36,0.32,0.34,1.56,7.25,9.4,34,35,38,21,35,55,1
3.17,2.198,0.325,0.054,0.032,0.231,0.024,183,82.83,26,85.82,331,40.37,37.75,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,20,39,52,0
3.546,2.408,0.241,0.021,0.008,0.042,0.049,165,82.83,14.18,85.82,331,40.37,37.75,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,20,39,52,1
3.546,2.408,0.241,0.021,0.008,0.042,0.049,165,82.83,14.18,85.82,331,40.37,37.75,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,20,39,52,1
3.546,2.408,0.241,0.021,0.008,0.042,0.049,165,82.83,14.18,85.82,331,40.37,37.75,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,20,39,52,1
3.546,2.408,0.241,0.021,0.008,0.042,0.049,165,82.83,14.18,85.82,331,40.37,37.75,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,20,39,52,1
3.92,2.83,0.43,0.002,0.004,0.16,0.056,158,79.87,62.93,37.07,305,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,20,38,51,0
3.488,2.425,0.271,0.014,0.008,0.27,0.047,198,81.03,62.93,37.07,305,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,20,38,51,1
3.488,2.425,0.271,0.014,0.008,0.27,0.047,198,81.03,62.93,37.07,305,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,20,38,51,1
3.488,2.425,0.271,0.014,0.008,0.27,0.047,198,81.03,62.93,37.07,305,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,20,38,51,1
3.488,2.425,0.271,0.014,0.008,0.27,0.047,198,81.03,62.93,37.07,305,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,20,38,51,1
3.109,1.89,0.621,0.12,0.004,0.4,0.07,223,83.29,68,10.29,451,37.2,38.42,0.36,0.32,0.34,1.56,7.25,9.4,34,35,38,20,35,55,0
3.521,2.526,0.444,0.01,0.01,0.713,0.044,252,83.29,89.71,10.29,451,37.2,38.42,0.36,0.32,0.34,1.56,7.25,9.4,34,35,38,20,35,55,1
3.521,2.526,0.444,0.01,0.01,0.713,0.044,252,83.29,89.71,10.29,451,37.2,38.42,0.36,0.32,0.34,1.56,7.25,9.4,34,35,38,20,35,55,1
3.521,2.526,0.444,0.01,0.01,0.713,0.044,252,83.29,89.71,10.29,451,37.2,38.42,0.36,0.32,0.34,1.56,7.25,9.4,34,35,38,20,35,55,1
3.521,2.526,0.444,0.01,0.01,0.713,0.044,252,83.29,89.71,10.29,451,37.2,38.42,0.36,0.32,0.34,1.56,7.25,9.4,34,35,38,20,35,55,1
3.021,2.891,0.458,0.022,0.023,0.633,0.025,156,70.23,88.52,11.48,150,40.37,37.75,0.36,0.28,0.32,1.52,7.35,9.25,39,31,48,20,38,51,0
3.397,2.488,0.458,0.013,0.008,0.633,0.046,235,82.27,88.52,11.48,277,40.37,37.75,0.36,0.28,0.32,1.52,7.35,9.25,39,31,48,20,38,51,0
3.397,2.488,0.458,0.013,0.008,0.633,0.046,235,82.27,88.52,11.48,277,40.37,37.75,0.36,0.28,0.32,1.52,7.35,9.25,39,31,48,20,38,51,1
3.397,2.488,0.458,0.013,0.008,0.633,0.046,235,82.27,88.52,11.48,277,40.37,37.75,0.36,0.28,0.32,1.52,7.35,9.25,39,31,48,20,38,51,1
3.397,2.488,0.458,0.013,0.008,0.633,0.046,235,82.27,88.52,11.48,277,40.37,37.75,0.36,0.28,0.32,1.52,7.35,9.25,39,31,48,20,38,51,1
3.397,2.488,0.458,0.013,0.008,0.633,0.046,235,82.27,88.52,11.48,277,40.37,37.75,0.36,0.28,0.32,1.52,7.35,9.25,39,31,48,20,38,51,1
3.152,2.823,0.451,0.012,0.024,0.67,0.023,234,70.25,85.19,14.81,250,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,20,38,55,0
3.85,2.12,0.43,0.052,0.003,0.67,0.056,241,84.44,39.14,33.58,273,37.2,38.42,0.36,0.32,0.32,1.64,7.4,9.34,37,32,33,20,35,55,0
3.9,2.81,0.42,0.054,0.036,0.7,0.056,159,79.54,52.9,47.1,269,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,20,38,51,0
3.469,2.464,0.451,0.012,0.008,0.61,0.049,234,84.21,85.19,14.81,338,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,20,38,55,0
3.333,2.315,0.358,0.018,0.008,0.284,0.05,200,84.44,66.41,33.58,273,37.2,38.42,0.36,0.32,0.32,1.64,7.4,9.34,37,32,33,20,35,55,1
3.404,2.45,0.308,0.014,0.008,0.308,0.049,186,83.59,52.9,47.1,269,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,20,38,51,1
3.469,2.464,0.451,0.012,0.008,0.61,0.049,234,84.21,85.19,14.81,338,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,20,38,55,1
3.333,2.315,0.358,0.018,0.008,0.284,0.05,200,84.44,66.41,33.58,273,37.2,38.42,0.36,0.32,0.32,1.64,7.4,9.34,37,32,33,20,35,55,1
3.404,2.45,0.308,0.014,0.008,0.308,0.049,186,83.59,52.9,47.1,269,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,20,38,51,1
3.469,2.464,0.451,0.012,0.008,0.61,0.049,234,84.21,85.19,14.81,338,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,20,38,55,1
3.333,2.315,0.358,0.018,0.008,0.284,0.05,200,84.44,66.41,33.58,273,37.2,38.42,0.36,0.32,0.32,1.64,7.4,9.34,37,32,33,20,35,55,1
3.404,2.45,0.308,0.014,0.008,0.308,0.049,186,83.59,52.9,47.1,269,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,20,38,51,1
3.469,2.464,0.451,0.012,0.008,0.61,0.049,234,84.21,85.19,14.81,338,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,20,38,55,1
3.333,2.315,0.358,0.018,0.008,0.284,0.05,200,84.44,66.41,33.58,273,37.2,38.42,0.36,0.32,0.32,1.64,7.4,9.34,37,32,33,20,35,55,1
3.404,2.45,0.308,0.014,0.008,0.308,0.049,186,83.59,52.9,47.1,269,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,20,38,51,1
3.469,2.464,0.451,0.012,0.008,0.61,0.049,234,84.21,85.19,14.81,338,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,20,38,55,1
3.19,2.75,0.14,0.004,0.036,0.132,0.029,159,84.18,62.56,71.2,257,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,20,37,50,0
2.98,2.81,0.14,0.004,0.035,0.69,0.056,241,79.66,54.2,45.81,353,40.57,38.28,0.38,0.3,0.32,1.52,7.2,9.3,37,28,32,20,36,55,0
3.13,2.12,0.13,0.004,0.003,0.1,0.054,243,76.08,60.19,39.82,303,40.37,37.75,0.36,0.28,0.32,1.56,7.2,9.15,38,29,40,20,35,54,0
3.268,2.448,0.317,0.013,0.008,0.279,0.054,192,84.18,62.56,37.44,257,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,20,37,50,1
3.38,2.65,0.309,0.012,0.008,0.304,0.05,190,83.3,54.2,45.81,353,40.57,38.28,0.38,0.3,0.32,1.52,7.2,9.3,37,28,32,20,36,55,1
3.505,2.424,0.336,0.013,0.008,0.328,0.047,202,80.05,60.19,39.82,303,40.37,37.75,0.36,0.28,0.32,1.56,7.2,9.15,38,29,40,20,35,54,1
3.268,2.448,0.317,0.013,0.008,0.279,0.054,192,84.18,62.56,37.44,257,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,20,37,50,1
3.38,2.65,0.309,0.012,0.008,0.304,0.05,190,83.3,54.2,45.81,353,40.57,38.28,0.38,0.3,0.32,1.52,7.2,9.3,37,28,32,20,36,55,1
3.505,2.424,0.336,0.013,0.008,0.328,0.047,202,80.05,60.19,39.82,303,40.37,37.75,0.36,0.28,0.32,1.56,7.2,9.15,38,29,40,20,35,54,1
3.268,2.448,0.317,0.013,0.008,0.279,0.054,192,84.18,62.56,37.44,257,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,20,37,50,1
3.38,2.65,0.309,0.012,0.008,0.304,0.05,190,83.3,54.2,45.81,353,40.57,38.28,0.38,0.3,0.32,1.52,7.2,9.3,37,28,32,20,36,55,1
3.505,2.424,0.336,0.013,0.008,0.328,0.047,202,80.05,60.19,39.82,303,40.37,37.75,0.36,0.28,0.32,1.56,7.2,9.15,38,29,40,20,35,54,1
3.268,2.448,0.317,0.013,0.008,0.279,0.054,192,84.18,62.56,37.44,257,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,20,37,50,1
3.38,2.65,0.309,0.012,0.008,0.304,0.05,190,83.3,54.2,45.81,353,40.57,38.28,0.38,0.3,0.32,1.52,7.2,9.3,37,28,32,20,36,55,1
3.505,2.424,0.336,0.013,0.008,0.328,0.047,202,80.05,60.19,39.82,303,40.37,37.75,0.36,0.28,0.32,1.56,7.2,9.15,38,29,40,20,35,54,1
3.703,2.198,0.099,0.052,0.004,0.202,0.061,168,79.2,18.3,81.7,299,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,19,37,50,0
3.443,2.57,0.29,0.011,0.008,0.03,0.05,168,87.63,18.3,81.7,299,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,19,37,50,1
3.443,2.57,0.29,0.011,0.008,0.03,0.05,168,87.63,18.3,81.7,299,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,19,37,50,1
3.443,2.57,0.29,0.011,0.008,0.03,0.05,168,87.63,18.3,81.7,299,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,19,37,50,1
3.443,2.57,0.29,0.011,0.008,0.03,0.05,168,87.63,18.3,81.7,299,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,19,37,50,1
3.89,2.82,0.51,0.053,0.39,0.69,0.056,243,83.52,39.75,43.66,309,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,19,38,51,0
3.15,2.76,0.14,0.054,0.003,0.12,0.056,203,79.87,69.29,30.72,240,40.37,37.75,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,19,39,52,0
3.309,2.498,0.304,0.011,0.008,0.304,0.047,187,83.52,56.35,43.66,309,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,19,38,51,1
3.342,2.444,0.284,0.01,0.008,0.268,0.049,203,82.72,69.29,30.72,240,40.37,37.75,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,19,39,52,1
3.309,2.498,0.304,0.011,0.008,0.304,0.047,187,83.52,56.35,43.66,309,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,19,38,51,1
3.342,2.444,0.284,0.01,0.008,0.268,0.049,203,82.72,69.29,30.72,240,40.37,37.75,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,19,39,52,1
3.309,2.498,0.304,0.011,0.008,0.304,0.047,187,83.52,56.35,43.66,309,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,19,38,51,1
3.342,2.444,0.284,0.01,0.008,0.268,0.049,203,82.72,69.29,30.72,240,40.37,37.75,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,19,39,52,1
3.309,2.498,0.304,0.011,0.008,0.304,0.047,187,83.52,56.35,43.66,309,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,19,38,51,1
3.342,2.444,0.284,0.01,0.008,0.268,0.049,203,82.72,69.29,30.72,240,40.37,37.75,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,19,39,52,1
3.886,2.106,0.384,0.003,0.004,0.004,0.046,156,85.95,6.26,93.74,312,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,19,38,55,0
3.12,2.13,0.14,0.004,0.036,0.76,0.057,243,84.04,64.43,35.56,204,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,19,38,51,0
3.586,2.406,0.284,0.013,0.008,0.069,0.046,156,85.95,6.26,93.74,312,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,19,38,55,0
3.287,2.511,0.258,0.01,0.008,0.304,0.041,202,84.04,64.43,35.56,204,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,19,38,51,1
3.586,2.406,0.284,0.013,0.008,0.069,0.046,156,85.95,6.26,93.74,312,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,19,38,55,1
3.287,2.511,0.258,0.01,0.008,0.304,0.041,202,84.04,64.43,35.56,204,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,19,38,51,1
3.586,2.406,0.284,0.013,0.008,0.069,0.046,156,85.95,6.26,93.74,312,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,19,38,55,1
3.287,2.511,0.258,0.01,0.008,0.304,0.041,202,84.04,64.43,35.56,204,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,19,38,51,1
3.586,2.406,0.284,0.013,0.008,0.069,0.046,156,85.95,6.26,93.74,312,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,19,38,55,1
3.287,2.511,0.258,0.01,0.008,0.304,0.041,202,84.04,64.43,35.56,204,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,19,38,51,1
3.586,2.406,0.284,0.013,0.008,0.069,0.046,156,85.95,6.26,93.74,312,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,19,38,55,1
3.323,2.598,0.425,0.012,0.008,0.648,0.054,242,83.86,89.93,10.07,331,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,18,38,55,0
3.323,2.598,0.425,0.012,0.008,0.648,0.054,242,83.86,89.93,10.07,331,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,18,38,55,1
3.323,2.598,0.425,0.012,0.008,0.648,0.054,242,83.86,89.93,10.07,331,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,18,38,55,1
3.323,2.598,0.425,0.012,0.008,0.648,0.054,242,83.86,89.93,10.07,331,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,18,38,55,1
3.323,2.598,0.425,0.012,0.008,0.648,0.054,242,83.86,89.93,10.07,331,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,18,38,55,1
3.12,2.86,0.65,0.09,0.04,0.9,0.07,238,78.98,87.97,12.03,271,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,18,38,51,0
3.463,2.7,0.338,0.013,0.008,0.581,0.052,238,81.5,87.97,12.03,271,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,18,38,51,1
3.463,2.7,0.338,0.013,0.008,0.581,0.052,238,81.5,87.97,12.03,271,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,18,38,51,1
3.463,2.7,0.338,0.013,0.008,0.581,0.052,238,81.5,87.97,12.03,271,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,18,38,51,1
3.463,2.7,0.338,0.013,0.008,0.581,0.052,238,81.5,87.97,12.03,271,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,18,38,51,1
3.85,2.81,0.14,0.004,0.035,0.65,0.059,195,82.15,46.41,73,262,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,18,37,50,0
3.405,2.507,0.24,0.012,0.008,0.28,0.042,195,82.15,46.41,53.59,262,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,18,37,50,1
3.405,2.507,0.24,0.012,0.008,0.28,0.042,195,82.15,46.41,53.59,262,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,18,37,50,1
3.405,2.507,0.24,0.012,0.008,0.28,0.042,195,82.15,46.41,53.59,262,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,18,37,50,1
3.405,2.507,0.24,0.012,0.008,0.28,0.042,195,82.15,46.41,53.59,262,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,18,37,50,1
3.15,2.82,0.62,0.09,0.04,0.89,0.07,272,79.2,83.08,16.92,270,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,18,38,51,0
3.198,2.714,0.316,0.062,0.032,0.204,0.064,182,88.3,26.76,90.22,277,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,18,39,52,0
3.273,2.477,0.347,0.01,0.008,0.62,0.044,233,81.48,83.08,16.92,270,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,18,38,51,1
3.409,2.404,0.258,0.016,0.008,0.063,0.042,160,88.3,9.78,90.22,277,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,18,39,52,1
3.273,2.477,0.347,0.01,0.008,0.62,0.044,233,81.48,83.08,16.92,270,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,18,38,51,1
3.409,2.404,0.258,0.016,0.008,0.063,0.042,160,88.3,9.78,90.22,277,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,18,39,52,1
3.273,2.477,0.347,0.01,0.008,0.62,0.044,233,81.48,83.08,16.92,270,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,18,38,51,1
3.409,2.404,0.258,0.016,0.008,0.063,0.042,160,88.3,9.78,90.22,277,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,18,39,52,1
3.273,2.477,0.347,0.01,0.008,0.62,0.044,233,81.48,83.08,16.92,270,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,18,38,51,1
3.409,2.404,0.258,0.016,0.008,0.063,0.042,160,88.3,9.78,90.22,277,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,18,39,52,1
3.164,2.844,0.57,0.002,0.002,0.723,0.045,201,77.9,64.62,35.39,230,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,17,38,55,0
3.76,2.8,0.54,0.09,0.04,0.89,0.07,189,87.28,61.58,38.42,145,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,17,38,51,0
3.364,2.444,0.374,0.014,0.008,0.323,0.045,201,82.9,64.62,35.39,230,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,17,38,55,0
3.65,2.5,0.37,0.02,0.015,0.64,0.052,228,87.28,61.58,38.42,165,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,17,38,51,1
3.364,2.444,0.374,0.014,0.008,0.323,0.045,201,82.9,64.62,35.39,230,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,17,38,55,1
3.65,2.5,0.37,0.02,0.015,0.64,0.052,228,87.28,61.58,38.42,165,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,17,38,51,1
3.364,2.444,0.374,0.014,0.008,0.323,0.045,201,82.9,64.62,35.39,230,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,17,38,55,1
3.65,2.5,0.37,0.02,0.015,0.64,0.052,228,87.28,61.58,38.42,165,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,17,38,51,1
3.364,2.444,0.374,0.014,0.008,0.323,0.045,201,82.9,64.62,35.39,230,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,17,38,55,1
3.65,2.5,0.37,0.02,0.015,0.64,0.052,228,87.28,61.58,38.42,165,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,17,38,51,1
3.364,2.444,0.374,0.014,0.008,0.323,0.045,201,82.9,64.62,35.39,230,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,17,38,55,1
3.87,2.19,0.45,0.051,0.032,0.72,0.029,243,81.21,69.73,30.28,149,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,17,37,50,0
3.469,2.45,0.308,0.012,0.008,0.257,0.041,204,81.21,69.73,30.28,295,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,17,37,50,1
3.469,2.45,0.308,0.012,0.008,0.257,0.041,204,81.21,69.73,30.28,295,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,17,37,50,1
3.469,2.45,0.308,0.012,0.008,0.257,0.041,204,81.21,69.73,30.28,295,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,17,37,50,1
3.469,2.45,0.308,0.012,0.008,0.257,0.041,204,81.21,69.73,30.28,295,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,17,37,50,1
3.198,2.197,0.096,0.053,0.003,0.204,0.062,182,78.54,9,91,279,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,17,38,51,0
3.11,2.15,0.41,0.051,0.034,0.71,0.056,186,86.7,51.95,48.05,239,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,17,39,52,0
3.509,2.533,0.23,0.015,0.008,0.052,0.049,159,84.7,9,91,279,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,17,38,51,1
3.385,2.551,0.39,0.015,0.008,0.294,0.049,186,83.94,51.95,48.05,239,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,17,39,52,1
3.509,2.533,0.23,0.015,0.008,0.052,0.049,159,84.7,9,91,279,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,17,38,51,1
3.385,2.551,0.39,0.015,0.008,0.294,0.049,186,83.94,51.95,48.05,239,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,17,39,52,1
3.509,2.533,0.23,0.015,0.008,0.052,0.049,159,84.7,9,91,279,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,17,38,51,1
3.385,2.551,0.39,0.015,0.008,0.294,0.049,186,83.94,51.95,48.05,239,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,17,39,52,1
3.509,2.533,0.23,0.015,0.008,0.052,0.049,159,84.7,9,91,279,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,17,38,51,1
3.385,2.551,0.39,0.015,0.008,0.294,0.049,186,83.94,51.95,48.05,239,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,17,39,52,1
3.12,2.14,0.14,0.004,0.003,0.1,0.028,241,78.98,55.97,44.03,227,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,16,39,52,0
3.37,2.531,0.4,0.011,0.008,0.281,0.05,189,82.26,55.97,44.03,227,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,16,39,52,1
3.37,2.531,0.4,0.011,0.008,0.281,0.05,189,82.26,55.97,44.03,227,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,16,39,52,1
3.37,2.531,0.4,0.011,0.008,0.281,0.05,189,82.26,55.97,44.03,227,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,16,39,52,1
3.37,2.531,0.4,0.011,0.008,0.281,0.05,189,82.26,55.97,44.03,227,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,16,39,52,1
3.103,2.79,0.13,0.056,0.032,0.69,0.056,242,86.3,38.98,34.26,334,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,16,38,51,0
3.309,2.61,0.377,0.008,0.008,0.358,0.046,204,86.3,65.74,34.26,334,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,16,38,51,1
